Unnamed: 0	enumeration	enumeration_description
in.county_and_puma	"G5500990, G55000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 099, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5501010, G55030000"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 101, the NHGIS PUMA code is 30000"
in.county_and_puma	"G5501030, G55000800"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 103, the NHGIS PUMA code is 00800"
in.county_and_puma	"G5501050, G55002400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 105, the NHGIS PUMA code is 02400"
in.county_and_puma	"G5501070, G55000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 107, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5501090, G55055102"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 109, the NHGIS PUMA code is 55102"
in.county_and_puma	"G5501110, G55001000"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 111, the NHGIS PUMA code is 01000"
in.county_and_puma	"G5501130, G55000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 113, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5501150, G55001400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 115, the NHGIS PUMA code is 01400"
in.county_and_puma	"G5501170, G55002500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 117, the NHGIS PUMA code is 02500"
in.county_and_puma	"G5501190, G55000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 119, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5501210, G55000700"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 121, the NHGIS PUMA code is 00700"
in.county_and_puma	"G5501230, G55000700"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 123, the NHGIS PUMA code is 00700"
in.county_and_puma	"G5501250, G55000600"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 125, the NHGIS PUMA code is 00600"
in.county_and_puma	"G5501270, G55050000"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 127, the NHGIS PUMA code is 50000"
in.county_and_puma	"G5501290, G55000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 129, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5501310, G55020000"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 131, the NHGIS PUMA code is 20000"
in.county_and_puma	"G5501330, G55070101"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 133, the NHGIS PUMA code is 70101"
in.county_and_puma	"G5501330, G55070201"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 133, the NHGIS PUMA code is 70201"
in.county_and_puma	"G5501330, G55070301"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 133, the NHGIS PUMA code is 70301"
in.county_and_puma	"G5501350, G55001400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 135, the NHGIS PUMA code is 01400"
in.county_and_puma	"G5501370, G55001400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 137, the NHGIS PUMA code is 01400"
in.county_and_puma	"G5501390, G55001501"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 139, the NHGIS PUMA code is 01501"
in.county_and_puma	"G5501410, G55001601"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 55, the NHGIS county code is 141, the NHGIS PUMA code is 01601"
in.county_and_puma	"G5600010, G56000300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 001, the NHGIS PUMA code is 00300"
in.county_and_puma	"G5600030, G56000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 003, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5600050, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 005, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600070, G56000400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 007, the NHGIS PUMA code is 00400"
in.county_and_puma	"G5600090, G56000400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 009, the NHGIS PUMA code is 00400"
in.county_and_puma	"G5600110, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 011, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600130, G56000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 013, the NHGIS PUMA code is 00500"
in.county_and_puma	"G5600150, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 015, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600170, G56000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 017, the NHGIS PUMA code is 00500"
in.county_and_puma	"G5600190, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 019, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600210, G56000300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 021, the NHGIS PUMA code is 00300"
in.county_and_puma	"G5600230, G56000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 023, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5600250, G56000400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 025, the NHGIS PUMA code is 00400"
in.county_and_puma	"G5600270, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 027, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600290, G56000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 029, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5600310, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 031, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600330, G56000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 033, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5600350, G56000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 035, the NHGIS PUMA code is 00500"
in.county_and_puma	"G5600370, G56000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 037, the NHGIS PUMA code is 00500"
in.county_and_puma	"G5600390, G56000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 039, the NHGIS PUMA code is 00100"
in.county_and_puma	"G5600410, G56000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 041, the NHGIS PUMA code is 00500"
in.county_and_puma	"G5600430, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 043, the NHGIS PUMA code is 00200"
in.county_and_puma	"G5600450, G56000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 56, the NHGIS county code is 045, the NHGIS PUMA code is 00200"
in.dehumidifier		No dehumidifier
in.dishwasher	290 Rated kWh	290 kWh rated dishwasher
in.dishwasher	318 Rated kWh	318 kWh rated dishwasher
in.dishwasher		No dishwasher
in.dishwasher_usage_level	100% Usage	The usage of dishwasher is at 100% the national average
in.dishwasher_usage_level	120% Usage	The usage of dishwasher is at 120% the national average
in.dishwasher_usage_level	80% Usage	The usage of dishwasher is at 80% the national average
in.door_area	20 ft^2	Door area is 20 square footage 
in.doors	Fiberglass	Door material is fiberglass 
in.duct_leakage_and_insulation	"0% Leakage, Uninsulated"	0% of duct airflow lost to leakage; ducts are uninsulated
in.duct_leakage_and_insulation	"10% Leakage, R-4"	10% of duct airflow is lost to leakage; nominal duct insulation is R-4
in.duct_leakage_and_insulation	"10% Leakage, R-6"	10% of duct airflow is lost to leakage; nominal duct insulation is R-6
in.duct_leakage_and_insulation	"10% Leakage, R-8"	10% of duct airflow is lost to leakage; nominal duct insulation is R-8
in.duct_leakage_and_insulation	"10% Leakage, Uninsulated"	10% of duct airflow is lost to leakage; ducts are uninsulated
in.duct_leakage_and_insulation	"20% Leakage, R-4"	20% of duct airflow is lost to leakage; nominal duct insulation is R-4
in.duct_leakage_and_insulation	"20% Leakage, R-6"	20% of duct airflow is lost to leakage; nominal duct insulation is R-6
in.duct_leakage_and_insulation	"20% Leakage, R-8"	20% of duct airflow is lost to leakage; nominal duct insulation is R-8
in.duct_leakage_and_insulation	"20% Leakage, Uninsulated"	20% of duct airflow is lost to leakage; ducts are uninsulated
in.duct_leakage_and_insulation	"30% Leakage, R-4"	30% of duct airflow is lost to leakage; nominal duct insulation is R-4
in.duct_leakage_and_insulation	"30% Leakage, R-6"	30% of duct airflow is lost to leakage; nominal duct insulation is R-6
in.duct_leakage_and_insulation	"30% Leakage, R-8"	30% of duct airflow is lost to leakage; nominal duct insulation is R-8
in.duct_leakage_and_insulation	"30% Leakage, Uninsulated"	30% of duct airflow is lost to leakage; ducts are uninsulated
in.duct_leakage_and_insulation		No ducts exist
in.duct_location	Garage	The location of duct system is Garage
in.duct_location	Heated Basement	The location of duct system is Heated Basement
in.duct_location	Living Space	The location of duct system is Living Space
in.duct_location		The location of duct system is None
in.duct_location	Unheated Basement	The location of duct system is Unheated Basement
in.duct_location	Unvented Attic	The location of duct system is Unvented Attic
in.duct_location	Unvented Crawlspace	The location of duct system is Unvented Crawlspace
in.duct_location	Vented Attic	The location of duct system is Vented Attic
in.duct_location	Vented Crawlspace	The location of duct system is Vented Crawlspace
in.eaves	2 ft	2 feet eaves depth
in.electric_vehicle		No electric vehicle load
in.emissions_electricity_folders	"data/cambium/2022/LRMER_HighRECost_2030boxavg,data/cambium/2022/LRMER_LowRECost_2030boxavg,data/cambium/2022/LRMER_MidCase_2030boxavg"	Emissions data directories  for each emission scenario in the resstock repository
in.emissions_electricity_units	"kg/MWh,kg/MWh,kg/MWh"	The unit of emission factor of electricity  for each emission scenario
in.emissions_electricity_values_or_filepaths	"/lib/resources/data/cambium/2022/LRMER_HighRECost_2030boxavg/AZNMc.csv,/lib/resources/data/cambium/2022/LRMER_LowRECost_2030boxavg/AZNMc.csv,/lib/resources/data/cambium/2022/LRMER_MidCase_2030boxavg/AZNMc.csv"	Emissions data location for each emission scenario in AZNMc electric grid region
in.emissions_electricity_values_or_filepaths	"/lib/resources/data/cambium/2022/LRMER_HighRECost_2030boxavg/CAMXc.csv,/lib/resources/data/cambium/2022/LRMER_LowRECost_2030boxavg/CAMXc.csv,/lib/resources/data/cambium/2022/LRMER_MidCase_2030boxavg/CAMXc.csv"	Emissions data location for each emission scenario in CAMXc electric grid region
in.emissions_electricity_values_or_filepaths	"/lib/resources/data/cambium/2022/LRMER_HighRECost_2030boxavg/ERCTc.csv,/lib/resources/data/cambium/2022/LRMER_LowRECost_2030boxavg/ERCTc.csv,/lib/resources/data/cambium/2022/LRMER_MidCase_2030boxavg/ERCTc.csv"	Emissions data location for each emission scenario in ERCTc electric grid region
in.emissions_electricity_values_or_filepaths	"/lib/resources/data/cambium/2022/LRMER_HighRECost_2030boxavg/FRCCc.csv,/lib/resources/data/cambium/2022/LRMER_LowRECost_2030boxavg/FRCCc.csv,/lib/resources/data/cambium/2022/LRMER_MidCase_2030boxavg/FRCCc.csv"	Emissions data location for each emission scenario in FRCCc electric grid region
